FOODID;FOODUNIT;MASS
3206;DL;110,00
3206;PORT1000KJ;243,14
3206;PORTS;40,00
3206;PORTL;200,00
3206;PORTM;100,00
3207;DL;100,00
3207;RKL;15,00
3207;PORT1000KJ;423,33
3207;PORTS;200,00
3207;PORTM;350,00
3207;PORTL;400,00
3208;DL;100,00
3208;PORT1000KJ;305,81
3208;PORTS;40,00
3208;PORTL;200,00
3208;PORTM;100,00
3209;DL;100,00
3209;PORT1000KJ;252,20
3209;PORTS;90,00
3209;PORTM;180,00
3209;PORTL;280,00
3212;DL;100,00
3212;PORT1000KJ;280,41
3212;PORTS;40,00
3212;PORTL;200,00
3212;PORTM;100,00
3213;DL;100,00
3213;RKL;15,00
3213;PORT1000KJ;656,81
3213;PORTS;200,00
3213;PORTM;350,00
3213;PORTL;400,00
3214;DL;100,00
3214;PORT1000KJ;298,69
3214;PORTS;40,00
3214;PORTL;200,00
3214;PORTM;100,00
3215;DL;100,00
3215;RKL;15,00
3215;PORT1000KJ;421,60
3215;PORTS;200,00
3215;PORTM;350,00
3215;PORTL;400,00
3216;DL;100,00
3216;PORT1000KJ;324,18
3216;PORTS;40,00
3216;PORTL;200,00
3216;PORTM;100,00
3219;KPL_M;15,00
3219;PORT1000KJ;163,35
3219;PORTS;100,00
3219;PORTL;200,00
3219;PORTM;150,00
3222;PORT1000KJ;293,13
3222;PORTS;200,00
3222;PORTM;300,00
3222;PORTL;400,00
3224;DL;100,00
3224;PORT1000KJ;275,80
3224;PORTL;200,00
3224;PORTM;100,00
3224;PORTS;40,00
3230;DL;70,00
3230;PORT1000KJ;233,37
3230;PORTS;40,00
3230;PORTL;100,00
3230;PORTM;60,00
3231;DL;70,00
3231;PORT1000KJ;293,47
3231;PORTS;40,00
3231;PORTL;200,00
3231;PORTM;100,00
3232;DL;70,00
3232;PORT1000KJ;321,96
3232;PORTS;40,00
3232;PORTL;200,00
3232;PORTM;100,00
3233;DL;100,00
3233;RKL;15,00
3233;PORT1000KJ;570,03
3233;PORTS;200,00
3233;PORTM;350,00
3233;PORTL;400,00
3234;DL;100,00
3234;RKL;15,00
3234;PORT1000KJ;340,73
3234;PORTS;40,00
3234;PORTM;100,00
3234;PORTL;200,00
3237;KPL_M;2,00
3237;DL;70,00
3237;PORT1000KJ;491,57
3237;PORTS;15,00
3237;PORTM;30,00
3237;PORTL;60,00
3238;DL;100,00
3238;RKL;15,00
3238;PORT1000KJ;296,15
3238;PORTS;100,00
3238;PORTM;150,00
3238;PORTL;200,00
3239;DL;100,00
3239;RKL;15,00
3239;PORT1000KJ;322,32
3239;PORTS;200,00
3239;PORTM;350,00
3239;PORTL;400,00
3240;DL;80,00
3240;RKL;20,00
3240;PORT1000KJ;245,39
3240;PORTS;80,00
3240;PORTL;200,00
3240;PORTM;150,00
3241;DL;100,00
3241;RKL;15,00
3241;TL;5,00
3241;PORT1000KJ;288,25
3241;PORTS;200,00
3241;PORTM;350,00
3241;PORTL;400,00
3242;PORTL;250,00
3242;DL;100,00
3242;RKL;15,00
3242;TL;5,00
3242;PORT1000KJ;171,62
3242;PORTS;150,00
3242;PORTM;200,00
3245;PORTS;150,00
3245;PORTM;200,00
3245;PORTL;250,00
3245;DL;100,00
3245;RKL;15,00
3245;TL;5,00
3245;PORT1000KJ;430,46
3246;DL;80,00
3246;RKL;16,00
3246;PORT1000KJ;967,02
3246;PORTS;40,00
3246;PORTL;200,00
3246;PORTM;80,00
3247;DL;75,00
3247;PORT1000KJ;232,66
3247;PORTS;50,00
3247;PORTM;60,00
3247;PORTL;70,00
3249;PORT1000KJ;283,22
3249;PORTM;300,00
3249;PORTL;400,00
3249;PORTS;200,00
3250;PORT1000KJ;395,19
3250;PORTS;200,00
3250;PORTM;300,00
3250;PORTL;400,00
3253;PORT1000KJ;185,53
3253;PORTS;85,00
3253;PORTM;170,00
3253;PORTL;250,00
3254;PORT1000KJ;395,66
3254;PORTS;200,00
3254;PORTM;300,00
3254;PORTL;400,00
3255;KPL_S;20,00
3255;KPL_M;30,00
3255;KPL_L;50,00
3255;PORT1000KJ;127,53
3255;PORTL;200,00
3255;PORTM;150,00
3255;PORTS;100,00
3259;DL;100,00
3259;RKL;15,00
3259;PORT1000KJ;492,59
3259;PORTS;200,00
3259;PORTM;350,00
3259;PORTL;400,00
3260;DL;100,00
3260;RKL;15,00
3260;TL;5,00
3260;PORT1000KJ;159,51
3260;PORTS;150,00
3260;PORTM;200,00
3260;PORTL;250,00
3264;DL;100,00
3264;RKL;15,00
3264;PORT1000KJ;318,55
3264;PORTL;200,00
3264;PORTM;100,00
3264;PORTS;40,00
3265;DL;100,00
3265;RKL;15,00
3265;PORT1000KJ;636,66
3265;PORTS;200,00
3265;PORTM;350,00
3265;PORTL;400,00
3266;KPL_M;120,00
3266;PORT1000KJ;279,52
3266;PORTS;100,00
3266;PORTL;300,00
3266;PORTM;150,00
3267;DL;100,00
3267;RKL;15,00
3267;PORT1000KJ;665,25
3267;PORTS;200,00
3267;PORTM;350,00
3267;PORTL;400,00
3268;DL;100,00
3268;RKL;15,00
3268;PORT1000KJ;782,23
3268;PORTS;200,00
3268;PORTM;350,00
3268;PORTL;400,00
3269;DL;100,00
3269;RKL;15,00
3269;PORT1000KJ;348,60
3269;PORTS;40,00
3269;PORTL;200,00
3269;PORTM;100,00
3272;DL;100,00
3272;RKL;15,00
3272;PORT1000KJ;380,39
3272;TL;5,00
3272;PORTS;125,00
3272;PORTM;200,00
3272;PORTL;300,00
3275;DL;100,00
3275;RKL;15,00
3275;PORT1000KJ;325,41
3275;PORTL;400,00
3275;PORTS;200,00
3275;PORTM;300,00
3276;DL;100,00
3276;RKL;20,00
3276;PORT1000KJ;305,67
3276;PORTS;200,00
3276;PORTL;400,00
3276;PORTM;300,00
3279;PORT1000KJ;313,51
3279;PORTS;300,00
3279;PORTM;350,00
3279;PORTL;400,00
3280;PORT1000KJ;183,59
3280;PORTS;100,00
3280;PORTM;150,00
3280;PORTL;225,00
3282;DL;80,00
3282;PORT1000KJ;653,04
3282;PORTS;50,00
3282;PORTM;125,00
3282;PORTL;150,00
3283;DL;80,00
3283;PORT1000KJ;531,46
3283;PORTS;50,00
3283;PORTM;125,00
3283;PORTL;150,00
3284;DL;50,00
3284;PORT1000KJ;681,85
3284;PORTS;50,00
3284;PORTM;125,00
3284;PORTL;150,00
3285;DL;80,00
3285;PORT1000KJ;636,05
3285;PORTS;50,00
3285;PORTM;125,00
3285;PORTL;150,00
3286;PORT1000KJ;383,05
3286;PORTS;50,00
3286;PORTM;125,00
3286;PORTL;150,00
3287;DL;80,00
3287;PORT1000KJ;474,38
3287;PORTS;50,00
3287;PORTM;125,00
3287;PORTL;150,00
3288;DL;50,00
3288;PORT1000KJ;776,58
3288;PORTS;50,00
3288;PORTM;125,00
3288;PORTL;150,00
3289;PORT1000KJ;432,96
3289;PORTS;50,00
3289;PORTM;125,00
3289;PORTL;150,00
3290;DL;80,00
3290;PORT1000KJ;565,42
3290;PORTS;50,00
3290;PORTM;125,00
3290;PORTL;150,00
3291;DL;80,00
3291;PORT1000KJ;402,28
3291;PORTS;50,00
3291;PORTM;125,00
3291;PORTL;150,00
3292;DL;60,00
3292;PORT1000KJ;627,79
3292;PORTS;50,00
3292;PORTM;75,00
3292;PORTL;100,00
3293;DL;60,00
3293;PORT1000KJ;762,37
3293;PORTS;50,00
3293;PORTM;75,00
3293;PORTL;100,00
3295;DL;60,00
3295;PORT1000KJ;700,53
3295;PORTS;50,00
3295;PORTM;125,00
3295;PORTL;150,00
3296;DL;60,00
3296;PORT1000KJ;722,60
3296;PORTS;50,00
3296;PORTM;125,00
3296;PORTL;150,00
3297;DL;60,00
3297;PORT1000KJ;562,27
3297;PORTS;50,00
3297;PORTM;125,00
3297;PORTL;150,00
3298;DL;60,00
3298;PORT1000KJ;575,71
3298;PORTS;50,00
3298;PORTM;125,00
3298;PORTL;150,00
3299;DL;60,00
3299;PORT1000KJ;1047,01
3299;PORTS;50,00
3299;PORTM;125,00
3299;PORTL;150,00
3300;DL;70,00
3300;PORT1000KJ;717,21
3300;PORTS;50,00
3300;PORTM;125,00
3300;PORTL;150,00
3301;DL;60,00
3301;PORT1000KJ;809,13
3301;PORTS;50,00
3301;PORTM;125,00
3301;PORTL;150,00
3302;DL;60,00
3302;PORT1000KJ;465,74
3302;PORTS;50,00
3302;PORTM;125,00
3302;PORTL;150,00
3303;DL;60,00
3303;PORT1000KJ;530,98
3303;PORTS;50,00
3303;PORTM;125,00
3303;PORTL;150,00
3305;DL;60,00
3305;PORT1000KJ;727,48
3305;PORTS;50,00
3305;PORTM;125,00
3305;PORTL;150,00
3306;DL;60,00
3306;PORT1000KJ;787,96
3306;PORTS;50,00
3306;PORTM;125,00
3306;PORTL;150,00
3307;DL;60,00
3307;PORT1000KJ;1493,21
3307;PORTS;50,00
3307;PORTM;125,00
3307;PORTL;150,00
3308;DL;60,00
3308;PORT1000KJ;927,64
3308;PORTS;50,00
3308;PORTM;125,00
3308;PORTL;150,00
3309;PORT1000KJ;812,48
3309;PORTS;50,00
3309;PORTM;125,00
3309;PORTL;150,00
3310;PORT1000KJ;577,00
3310;PORTS;50,00
3310;PORTM;125,00
3310;PORTL;150,00
3311;PORT1000KJ;1021,35
3311;PORTS;50,00
3311;PORTM;125,00
3311;PORTL;150,00
3312;PORT1000KJ;1355,38
3312;PORTS;50,00
3312;PORTM;125,00
3312;PORTL;150,00
3313;PORT1000KJ;512,43
3313;PORTS;50,00
3313;PORTM;125,00
3313;PORTL;150,00
3314;PORT1000KJ;267,46
3314;PORTS;50,00
3314;PORTM;125,00
3314;PORTL;150,00
3315;DL;60,00
3315;PORT1000KJ;410,75
3315;PORTS;50,00
3315;PORTM;125,00
3315;PORTL;150,00
3316;DL;60,00
3316;PORT1000KJ;365,48
3316;PORTS;50,00
3316;PORTM;125,00
3316;PORTL;150,00
3318;DL;110,00
3318;RKL;20,00
3318;PORT1000KJ;116,17
3318;PORTS;20,00
3318;PORTL;170,00
3318;PORTM;80,00
3319;DL;100,00
3319;RKL;15,00
3319;PORT1000KJ;946,43
3319;PORTS;200,00
3319;PORTM;350,00
3319;PORTL;400,00
3320;DL;90,00
3320;RKL;15,00
3320;PORT1000KJ;167,06
3320;PORTS;20,00
3320;PORTM;80,00
3320;PORTL;170,00
3321;PORTS;200,00
3321;DL;100,00
3321;RKL;15,00
3321;PORT1000KJ;510,13
3321;PORTM;350,00
3321;PORTL;400,00
3322;PORTM;200,00
3322;DL;100,00
3322;RKL;15,00
3322;PORT1000KJ;705,47
3322;PORTS;150,00
3322;PORTL;250,00
3323;DL;100,00
3323;RKL;15,00
3323;PORT1000KJ;50,60
3323;PORTM;30,00
3323;PORTS;15,00
3323;PORTL;60,00
3324;PORTM;100,00
3324;DL;100,00
3324;RKL;15,00
3324;PORT1000KJ;536,08
3324;PORTS;40,00
3324;PORTL;200,00
3325;DL;80,00
3325;PORT1000KJ;386,15
3325;PORTS;120,00
3325;PORTM;230,00
3325;PORTL;300,00
3326;DL;120,00
3326;RKL;18,00
3326;PORT1000KJ;211,06
3326;PORTS;220,00
3326;PORTM;300,00
3326;PORTL;350,00
3327;DL;100,00
3327;PORT1000KJ;240,74
3327;PORTS;220,00
3327;PORTL;350,00
3327;PORTM;300,00
3328;PORT1000KJ;150,25
3328;PORTS;30,00
3328;PORTM;50,00
3328;PORTL;80,00
3329;PORT1000KJ;249,79
3329;DL;75,00
3329;PORTS;200,00
3329;PORTL;300,00
3329;PORTM;250,00
3331;KPL_S;80,00
3331;KPL_M;115,00
3331;KPL_L;150,00
3331;PORT1000KJ;99,93
3331;PORTS;80,00
3331;PORTM;120,00
3331;PORTL;160,00
3332;KPL_S;80,00
3332;KPL_M;115,00
3332;KPL_L;150,00
3332;PORT1000KJ;111,40
3332;PORTL;160,00
3332;PORTM;120,00
3332;PORTS;80,00
3333;PORT1000KJ;348,98
3333;DL;75,00
3333;PORTS;200,00
3333;PORTL;300,00
3333;PORTM;250,00
3334;PORT1000KJ;237,77
3334;PORTL;200,00
3334;PORTS;80,00
3334;PORTM;150,00
3336;DL;100,00
3336;RKL;15,00
3336;PORT1000KJ;321,96
3336;PORTS;150,00
3336;PORTL;250,00
3336;PORTM;200,00
3337;DL;90,00
3337;RKL;15,00
3337;PORT1000KJ;145,46
3337;PORTS;20,00
3337;PORTM;80,00
3337;PORTL;170,00
3341;KPL_M;60,00
3341;DL;50,00
3341;RKL;10,00
3341;PORT1000KJ;719,53
3341;PORTS;40,00
3341;PORTL;100,00
3341;PORTM;60,00
3342;KPL_M;400,00
3342;DL;55,00
3342;PORT1000KJ;993,44
3342;PORTL;150,00
3342;PORTS;50,00
3342;PORTM;100,00
3343;KPL_M;50,00
3343;KPL_L;80,00
3343;DL;55,00
3343;PORT1000KJ;681,71
3343;PORTS;25,00
3343;PORTM;50,00
3343;PORTL;80,00
3344;KPL_M;15,00
3344;PORT1000KJ;977,90
3344;PORTS;40,00
3344;PORTM;80,00
3344;PORTL;125,00
3345;DL;60,00
3345;PORT1000KJ;857,27
3345;PORTS;50,00
3345;PORTM;80,00
3345;PORTL;110,00
3346;KPL_M;400,00
3346;DL;55,00
3346;PORT1000KJ;1002,41
3346;PORTL;150,00
3346;PORTS;50,00
3346;PORTM;100,00
3347;KPL_M;50,00
3347;KPL_L;80,00
3347;DL;55,00
3347;PORTS;25,00
3347;PORT1000KJ;688,09
3347;PORTM;50,00
3347;PORTL;80,00
3348;DL;60,00
3348;PORT1000KJ;426,08
3348;PORTS;50,00
3348;PORTM;125,00
3348;PORTL;150,00
3349;KPL_M;15,00
3349;PORT1000KJ;986,78
3349;PORTS;40,00
3349;PORTM;80,00
3349;PORTL;125,00
3350;DL;60,00
3350;PORT1000KJ;865,13
3350;PORTS;50,00
3350;PORTM;80,00
3350;PORTL;110,00
3351;KPL_M;80,00
3351;PORT1000KJ;613,12
3351;PORTS;40,00
3351;PORTM;60,00
3351;PORTL;100,00
3352;KPL_M;60,00
3352;DL;50,00
3352;PORT1000KJ;534,53
3352;PORTS;40,00
3352;PORTL;100,00
3352;PORTM;60,00
3355;PORT1000KJ;183,69
3355;PORTS;40,00
3355;PORTM;80,00
3355;PORTL;120,00
3356;DL;50,00
3356;PORT1000KJ;815,73
3356;PORTS;40,00
3356;PORTL;100,00
3356;PORTM;60,00
3360;DL;60,00
3360;PORT1000KJ;376,52
3360;PORTS;50,00
3360;PORTM;125,00
3360;PORTL;150,00
3365;PORT1000KJ;210,38
3365;DL;75,00
3365;PORTS;200,00
3365;PORTL;300,00
3365;PORTM;250,00
3368;DL;100,00
3368;RKL;15,00
3368;PORT1000KJ;205,60
3368;PORTS;200,00
3368;PORTM;350,00
3368;PORTL;400,00
3700;DL;60,00
3700;PORT1000KJ;289,96
3700;PORTS;50,00
3700;PORTM;80,00
3700;PORTL;110,00
3701;DL;100,00
3701;PORT1000KJ;229,25
3701;PORTM;100,00
3701;PORTS;50,00
3701;PORTL;150,00
3703;DL;100,00
3703;RKL;15,00
3703;PORT1000KJ;307,70
3703;PORTM;100,00
3703;PORTS;50,00
3703;PORTL;150,00
3704;DL;100,00
3704;PORT1000KJ;333,08
3704;PORTS;40,00
3704;PORTM;100,00
3704;PORTL;200,00
3705;DL;100,00
3705;PORT1000KJ;118,34
3705;PORTS;40,00
3705;PORTM;100,00
3705;PORTL;200,00
3707;PORTS;100,00
3707;PORT1000KJ;154,25
3707;PORTL;150,00
3707;PORTM;120,00
3708;DL;60,00
3708;PORTM;125,00
3708;PORT1000KJ;402,22
3708;PORTS;50,00
3708;PORTL;150,00
3709;DL;60,00
3709;PORTM;125,00
3709;PORT1000KJ;412,39
3709;PORTS;50,00
3709;PORTL;150,00
3710;PORTL;90,00
3710;DL;75,00
3710;PORT1000KJ;141,94
3710;PORTM;75,00
3710;PORTS;60,00
3711;DL;100,00
3711;RKL;15,00
3711;PORT1000KJ;337,40
3711;PORTS;200,00
3711;PORTM;350,00
3711;PORTL;400,00
3712;DL;100,00
3712;RKL;15,00
3712;PORT1000KJ;491,28
3712;PORTS;200,00
3712;PORTM;350,00
3712;PORTL;400,00
3713;DL;110,00
3713;PORT1000KJ;163,12
3713;PORTS;200,00
3713;PORTL;400,00
3713;PORTM;300,00
3714;PORT1000KJ;135,93
3714;PORTS;100,00
3714;PORTM;150,00
3714;PORTL;225,00
3716;PORT1000KJ;1030,93
3716;PORTS;80,00
3716;PORTM;150,00
3716;PORTL;200,00
3717;KPL_S;80,00
3717;KPL_M;115,00
3717;KPL_L;150,00
3717;PORT1000KJ;90,19
3717;PORTS;80,00
3717;PORTM;120,00
3717;PORTL;160,00
3799;PORT1000KJ;277,99
3799;PORTS;100,00
3799;PORTL;300,00
3799;PORTM;150,00
3800;PORT1000KJ;261,70
3800;PORTS;100,00
3800;PORTL;300,00
3800;PORTM;150,00
3801;PORT1000KJ;661,99
3801;PORTS;100,00
3801;PORTL;300,00
3801;PORTM;150,00
4000;DL;100,00
4000;RKL;15,00
4000;PORT1000KJ;753,69
4000;PORTS;100,00
4000;PORTM;150,00
4000;PORTL;200,00
4001;DL;100,00
4001;RKL;15,00
4001;PORT1000KJ;388,76
4001;PORTS;100,00
4001;PORTM;150,00
4001;PORTL;200,00
4002;DL;100,00
4002;PORT1000KJ;157,24
4002;PORTS;80,00
4002;PORTL;160,00
4002;PORTM;120,00
4005;DL;100,00
4005;RKL;15,00
4005;PORT1000KJ;271,10
4005;PORTS;100,00
4005;PORTM;150,00
4005;PORTL;200,00
4006;PORTS;100,00
4006;PORTL;200,00
4006;DL;100,00
4006;RKL;15,00
4006;PORT1000KJ;317,07
4006;PORTM;150,00
4007;PORTS;40,00
4007;PORTM;80,00
4007;PORTL;120,00
4007;PORT1000KJ;193,12
4008;DL;100,00
4008;RKL;15,00
4008;PORT1000KJ;338,24
4008;PORTS;100,00
4008;PORTM;150,00
4008;PORTL;200,00
4009;DL;100,00
4009;RKL;15,00
4009;PORT1000KJ;282,16
4009;PORTS;100,00
4009;PORTM;150,00
4009;PORTL;200,00
4010;DL;100,00
4010;RKL;15,00
4010;PORT1000KJ;473,44
4010;PORTS;100,00
4010;PORTM;150,00
4010;PORTL;200,00
4011;PORT1000KJ;198,12
4011;PORTS;100,00
4011;PORTL;200,00
4011;PORTM;150,00
4012;DL;100,00
4012;RKL;15,00
4012;PORT1000KJ;414,51
4012;PORTS;100,00
4012;PORTM;150,00
4012;PORTL;200,00
4013;DL;100,00
4013;RKL;15,00
4013;PORT1000KJ;563,41
4013;PORTS;100,00
4013;PORTM;150,00
4013;PORTL;200,00
4014;DL;100,00
4014;RKL;15,00
4014;PORTL;200,00
4014;PORT1000KJ;226,74
4014;PORTS;100,00
4014;PORTM;150,00
4015;PORTS;80,00
4015;DL;70,00
4015;PORT1000KJ;468,76
4015;PORTM;140,00
4015;PORTL;250,00
4016;PORTS;80,00
4016;DL;70,00
4016;PORT1000KJ;421,89
4016;PORTM;140,00
4016;PORTL;250,00
4017;PORTS;80,00
4017;DL;70,00
4017;PORT1000KJ;521,70
4017;PORTM;140,00
4017;PORTL;250,00
4018;DL;100,00
4018;RKL;15,00
4018;PORT1000KJ;290,90
4018;PORTS;80,00
4018;PORTL;250,00
4018;PORTM;150,00
4019;PORT1000KJ;119,48
4019;PORTS;80,00
4019;PORTM;120,00
4019;PORTL;160,00
4400;DL;100,00
4400;RKL;15,00
4400;PORTL;200,00
4400;PORT1000KJ;444,64
4400;PORTS;100,00
4400;PORTM;150,00
4401;DL;100,00
4401;RKL;15,00
4401;TL;5,00
4401;PORT1000KJ;172,97
4401;PORTS;17,00
4401;PORTM;40,00
4401;PORTL;80,00
4402;DL;100,00
4402;RKL;15,00
4402;PORTL;200,00
4402;PORT1000KJ;329,86
4402;PORTS;100,00
4402;PORTM;150,00
4403;DL;100,00
4403;RKL;15,00
4403;TL;5,00
4403;PORT1000KJ;241,76
4403;PORTS;17,00
4403;PORTM;40,00
4403;PORTL;80,00
4404;DL;100,00
4404;RKL;15,00
4404;PORT1000KJ;416,79
4404;PORTS;100,00
4404;PORTM;150,00
4404;PORTL;200,00
4405;DL;100,00
4405;RKL;15,00
4405;PORT1000KJ;407,63
4405;PORTS;100,00
4405;PORTM;150,00
4405;PORTL;200,00
4406;DL;100,00
4406;RKL;15,00
4406;PORT1000KJ;435,63
4406;PORTS;100,00
4406;PORTM;150,00
4406;PORTL;200,00
4407;DL;100,00
4407;RKL;15,00
4407;TL;5,00
4407;PORT1000KJ;303,50
4407;PORTS;17,00
4407;PORTM;40,00
4407;PORTL;80,00
4408;DL;100,00
4408;RKL;15,00
4408;TL;5,00
4408;PORT1000KJ;286,43
4408;PORTS;17,00
4408;PORTM;40,00
4408;PORTL;80,00
4409;DL;100,00
4409;RKL;15,00
4409;PORT1000KJ;280,30
4409;PORTS;80,00
4409;PORTL;250,00
4409;PORTM;150,00
4410;DL;100,00
4410;RKL;15,00
4410;PORT1000KJ;444,05
4410;PORTS;100,00
4410;PORTM;150,00
4410;PORTL;200,00
4411;DL;100,00
4411;RKL;15,00
4411;PORT1000KJ;807,69
4411;PORTS;100,00
4411;PORTM;150,00
4411;PORTL;200,00
4412;PORTM;150,00
4412;PORT1000KJ;164,79
4412;PORTS;80,00
4412;PORTL;250,00
4413;DL;70,00
4413;PORT1000KJ;452,94
4413;PORTS;30,00
4413;PORTM;65,00
4413;PORTL;125,00
4415;PORT1000KJ;192,59
4415;PORTS;80,00
4415;PORTM;140,00
4415;PORTL;250,00
4416;DL;100,00
4416;RKL;15,00
4416;PORT1000KJ;824,61
4416;PORTS;100,00
4416;PORTM;150,00
4416;PORTL;200,00
4419;DL;70,00
4419;PORT1000KJ;281,67
4419;PORTS;30,00
4419;PORTM;65,00
4419;PORTL;125,00
4420;DL;100,00
4420;PORT1000KJ;321,70
4420;PORTS;80,00
4420;PORTL;250,00
4420;PORTM;150,00
4421;DL;100,00
4421;RKL;15,00
4421;TL;5,00
4421;PORT1000KJ;488,38
4421;PORTS;17,00
4421;PORTM;40,00
4421;PORTL;80,00
5000;DL;95,00
5000;RKL;14,00
5000;TL;4,50
5000;PORT1000KJ;30,70
5000;PORTS;10,00
5000;PORTM;25,00
5000;PORTL;40,00
5001;DL;95,00
5001;RKL;15,00
5001;PORT1000KJ;32,12
5001;PORTS;10,00
5001;PORTM;25,00
5001;PORTL;40,00
5002;DL;100,00
5002;RKL;15,00
5002;PORT1000KJ;222,18
5002;PORTS;50,00
5002;PORTM;100,00
5002;PORTL;150,00
5003;DL;95,00
5003;RKL;14,00
5003;TL;4,50
5003;PORT1000KJ;54,88
5003;PORTS;10,00
5003;PORTM;25,00
5003;PORTL;40,00
5004;DL;95,00
5004;RKL;14,00
5004;TL;4,50
5004;PORT1000KJ;78,51
5004;PORTS;10,00
5004;PORTM;25,00
5004;PORTL;40,00
5005;DL;95,00
5005;RKL;14,00
5005;TL;4,50
5005;PORT1000KJ;35,79
5005;PORTS;10,00
5005;PORTM;25,00
5005;PORTL;40,00
5006;DL;100,00
5006;RKL;15,00
5006;PORT1000KJ;45,32
5006;PORTS;20,00
5006;PORTL;100,00
5006;PORTM;40,00
5007;DL;120,00
5007;RKL;18,00
5007;PORT1000KJ;48,15
5007;PORTS;10,00
5007;PORTM;25,00
5007;PORTL;40,00
5008;DL;100,00
5008;RKL;15,00
5008;TL;5,00
5008;PORT1000KJ;41,74
5008;PORTS;5,00
5008;PORTM;15,00
5008;PORTL;30,00
5009;DL;90,00
5009;RKL;13,50
5009;PORT1000KJ;58,53
5009;PORTS;50,00
5009;PORTM;100,00
5009;PORTL;150,00
5010;DL;100,00
5010;RKL;15,00
5010;TL;5,00
5010;PORT1000KJ;194,34
5010;PORTS;5,00
5010;PORTM;15,00
5010;PORTL;30,00
5900;PORT1000KJ;30,24
5900;PORTS;3,00
5900;PORTM;6,00
5900;PORTL;10,00
5901;PORT1000KJ;33,08
5901;PORTS;3,00
5901;PORTM;6,00
5901;PORTL;10,00
5904;PORT1000KJ;33,26
5904;PORTS;3,00
5904;PORTM;6,00
5904;PORTL;10,00
5905;PORT1000KJ;33,08
5905;PORTS;3,00
5905;PORTM;6,00
5905;PORTL;10,00
5906;PORT1000KJ;33,71
5906;PORTS;3,00
5906;PORTM;6,00
5906;PORTL;10,00
5907;PORT1000KJ;27,03
5907;PORTS;3,00
5907;PORTM;6,00
5907;PORTL;10,00
5917;PORTS;7,00
5917;PORTM;15,00
5917;PORTL;25,00
5917;DL;100,00
5917;RKL;15,00
5917;PORT1000KJ;62,21
6000;DL;100,00
6000;RKL;15,00
6000;PORT1000KJ;262,87
6000;PORTS;100,00
6000;PORTM;150,00
6000;PORTL;200,00
6001;DL;100,00
6001;RKL;15,00
6001;PORT1000KJ;321,85
6001;PORTS;100,00
6001;PORTM;150,00
6001;PORTL;200,00
6002;DL;100,00
6002;RKL;15,00
6002;PORT1000KJ;256,13
6002;PORTS;100,00
6002;PORTM;150,00
6002;PORTL;200,00
6003;DL;100,00
6003;RKL;15,00
6003;PORT1000KJ;300,77
6003;PORTS;100,00
6003;PORTM;150,00
6003;PORTL;200,00
6004;DL;100,00
6004;RKL;15,00
6004;PORT1000KJ;255,92
6004;PORTS;100,00
6004;PORTM;150,00
6004;PORTL;200,00
6006;DL;50,00
6006;RKL;7,00
6006;PORT1000KJ;71,37
6006;PORTS;10,00
6006;PORTM;25,00
6006;PORTL;50,00
6007;DL;100,00
6007;RKL;15,00
6007;TL;5,00
6007;PORT1000KJ;425,28
6007;PORTS;170,00
6007;PORTL;450,00
6007;PORTM;250,00
6008;DL;100,00
6008;RKL;15,00
6008;TL;5,00
6008;PORT1000KJ;432,13
6008;PORTS;170,00
6008;PORTL;450,00
6008;PORTM;250,00
6009;PORT1000KJ;350,88
6009;PORTS;80,00
6009;PORTM;140,00
6009;PORTL;250,00
6010;DL;100,00
6010;RKL;15,00
6010;TL;5,00
6010;PORT1000KJ;412,90
6010;PORTS;250,00
6010;PORTM;400,00
6010;PORTL;500,00
6011;DL;100,00
6011;RKL;15,00
6011;TL;5,00
6011;PORT1000KJ;377,84
6011;PORTS;250,00
6011;PORTM;400,00
6011;PORTL;500,00
6012;DL;100,00
6012;RKL;15,00
6012;TL;5,00
6012;PORT1000KJ;381,23
6012;PORTS;250,00
6012;PORTM;400,00
6012;PORTL;500,00
6015;DL;100,00
6015;RKL;15,00
6015;PORT1000KJ;139,03
6015;PORTS;125,00
6015;PORTM;180,00
6015;PORTL;250,00
6016;DL;100,00
6016;RKL;15,00
6016;PORT1000KJ;155,32
6016;PORTS;125,00
6016;PORTM;180,00
6016;PORTL;250,00
6017;PORT1000KJ;68,21
6017;PORTS;100,00
6017;PORTM;150,00
6017;PORTL;200,00
6018;DL;100,00
6018;RKL;15,00
6018;TL;5,00
6018;PORT1000KJ;112,51
6018;PORTS;100,00
6018;PORTM;150,00
6018;PORTL;200,00
6019;DL;100,00
6019;RKL;15,00
6019;TL;5,00
6019;PORT1000KJ;110,76
6019;PORTS;100,00
6019;PORTM;150,00
6019;PORTL;200,00
6022;DL;100,00
6022;RKL;15,00
6022;PORT1000KJ;105,46
6022;PORTS;100,00
6022;PORTM;150,00
6022;PORTL;200,00
6023;PORT1000KJ;92,37
6023;PORTS;80,00
6023;PORTL;200,00
6023;PORTM;100,00
6024;PORT1000KJ;83,11
6024;PORTL;200,00
6024;PORTS;100,00
6024;PORTM;150,00
6025;DL;95,00
6025;RKL;14,00
6025;TL;4,50
6025;PORT1000KJ;75,06
6025;PORTS;10,00
6025;PORTM;25,00
6025;PORTL;40,00
6026;DL;100,00
6026;RKL;15,00
6026;PORT1000KJ;340,09
6026;PORTS;20,00
6026;PORTM;40,00
6026;PORTL;80,00
6027;DL;100,00
6027;RKL;15,00
6027;TL;5,00
